,Names,Sizes,Names,Sizes,Diff,% Diff
1394,rrfs.t10z.acqc_log.tm00,10035029,rrfs.t10z.acqc_log.tm00,10035029,0,0.0
1395,rrfs.t13z.acqc_merged.prof_sorted.tm00,4660095,rrfs.t13z.acqc_merged.prof_sorted.tm00,4660095,0,0.0
1396,rrfs.t14z.gsrcsr.tm00.bufr_d,18674112,rrfs.t14z.gsrcsr.tm00.bufr_d,18674112,0,0.0
1397,rrfs.t23z.acqc_ord.tm00,284225,rrfs.t23z.acqc_ord.tm00,284225,0,0.0
1398,where_t02z_rrfs_prep_ran,42,where_t02z_rrfs_prep_ran,42,0,0.0
1399,rrfs.t05z.acqc_merged_sorted.tm00,5794172,rrfs.t05z.acqc_merged_sorted.tm00,5794172,0,0.0
1400,rrfs.t13z.esamua.tm00.bufr_d,755432,rrfs.t13z.esamua.tm00.bufr_d,755432,0,0.0
1401,rrfs.t22z.msonet.tm00.bufr_d.listing,52857364,rrfs.t22z.msonet.tm00.bufr_d.listing,52857364,0,0.0
1402,rrfs.t10z.adpupa.tm00.bufr_d.listing,2025,rrfs.t10z.adpupa.tm00.bufr_d.listing,2025,0,0.0
1403,rrfs.t23z.aircft.tm00.bufr_d,1897432,rrfs.t23z.aircft.tm00.bufr_d,1897432,0,0.0
1404,rrfs.t20z.osbuv8.tm00.bufr_d,0,rrfs.t20z.osbuv8.tm00.bufr_d,0,0,
1405,rrfs.t18z.gpsipw.tm00.bufr_d.listing,516827,rrfs.t18z.gpsipw.tm00.bufr_d.listing,516827,0,0.0
1406,rrfs.t00z.gpsipw.tm00.bufr_d.listing,727695,rrfs.t00z.gpsipw.tm00.bufr_d.listing,727695,0,0.0
1407,rrfs.t14z.adpsfc.tm00.bufr_d.listing,4251234,rrfs.t14z.adpsfc.tm00.bufr_d.listing,4251234,0,0.0
1408,rrfs.t01z.prepbufr.acft_profiles_sfc.tm00,1422896,rrfs.t01z.prepbufr.acft_profiles_sfc.tm00,1422896,0,0.0
1409,rrfs.t17z.satwhr.tm00.bufr_d,23544584,rrfs.t17z.satwhr.tm00.bufr_d,23544584,0,0.0
1410,rrfs.t21z.mtiasi.tm00.bufr_d,42929256,rrfs.t21z.mtiasi.tm00.bufr_d,42929256,0,0.0
1411,rrfs.t18z.atms.tm00.bufr_d,24854816,rrfs.t18z.atms.tm00.bufr_d,24854816,0,0.0
1412,rrfs.t23z.prepbufr_pre-qc.tm00.nr,5724976,rrfs.t23z.prepbufr_pre-qc.tm00.nr,5724976,0,0.0
1413,rrfs.t22z.saldrn.tm00.bufr_d,52696,rrfs.t22z.saldrn.tm00.bufr_d,52696,0,0.0
1414,rrfs.t08z.sevasr.tm00.bufr_d,1342168,rrfs.t08z.sevasr.tm00.bufr_d,1342168,0,0.0
1415,rrfs.t01z.status.tm00.bufr_d,50194,rrfs.t01z.status.tm00.bufr_d,50194,0,0.0
1416,rrfs.t15z.acqc_inv.tm00,64811,rrfs.t15z.acqc_inv.tm00,64811,0,0.0
1417,rrfs.t11z.acqc_ord.tm00,41643,rrfs.t11z.acqc_ord.tm00,41643,0,0.0
1418,rrfs.t19z.adpsfc.tm00.bufr_d.nr,1550240,rrfs.t19z.adpsfc.tm00.bufr_d.nr,1550240,0,0.0
1419,rrfs.t20z.aircft.tm00.bufr_d.nr,618856,rrfs.t20z.aircft.tm00.bufr_d.nr,618856,0,0.0
1420,rrfs.t06z.gmi1cr.tm00.bufr_d,29574904,rrfs.t06z.gmi1cr.tm00.bufr_d,29574904,0,0.0
1421,where_t09z_rrfs_prep_ran,42,where_t09z_rrfs_prep_ran,42,0,0.0
1422,rrfs.t08z.crsfdb.tm00.bufr_d,91235976,rrfs.t08z.crsfdb.tm00.bufr_d,91235976,0,0.0
1423,rrfs.t14z.rassda.tm00.bufr_d,34240,rrfs.t14z.rassda.tm00.bufr_d,34240,0,0.0
1424,rrfs.t14z.snocvr.tm00.bufr_d,1050064,rrfs.t14z.snocvr.tm00.bufr_d,1050064,0,0.0
1425,where_t04z_rrfs_prep_post_ran,45,where_t04z_rrfs_prep_post_ran,45,0,0.0
1426,rrfs.t14z.cqc_sdm.tm00,6125,rrfs.t14z.cqc_sdm.tm00,6125,0,0.0
1427,rrfs.t23z.satwhr.tm00.bufr_d,26344400,rrfs.t23z.satwhr.tm00.bufr_d,26344400,0,0.0
1428,rrfs.t06z.crisf4.tm00.bufr_d,70225368,rrfs.t06z.crisf4.tm00.bufr_d,70225368,0,0.0
1429,obsproc_version_for_t23z_rrfs_prep_run,24,obsproc_version_for_t23z_rrfs_prep_run,24,0,0.0
1430,rrfs.t11z.gpsro.tm00.bufr_d.nr,2132968,rrfs.t11z.gpsro.tm00.bufr_d.nr,2132968,0,0.0
1431,rrfs.t10z.aircft.tm00.bufr_d.nr,715840,rrfs.t10z.aircft.tm00.bufr_d.nr,715840,0,0.0
1432,rrfs.t03z.amsr2.tm00.bufr_d,0,rrfs.t03z.amsr2.tm00.bufr_d,0,0,
1433,rrfs.t23z.cqcvad.birdqc.tm00,16179,rrfs.t23z.cqcvad.birdqc.tm00,16179,0,0.0
1434,where_t00z_rrfs_prep_post_ran,45,where_t00z_rrfs_prep_post_ran,45,0,0.0
1435,rrfs.t13z.aircar_status_flag.tm00.bufr_d,62,rrfs.t13z.aircar_status_flag.tm00.bufr_d,62,0,0.0
1436,rrfs.t22z.bufr_dumplist.tm00,74435,rrfs.t22z.bufr_dumplist.tm00,74435,0,0.0
1437,rrfs.t20z.acqc_inc.tm00,167038,rrfs.t20z.acqc_inc.tm00,167038,0,0.0
1438,rrfs.t03z.wndtwr.tm00.bufr_d,0,rrfs.t03z.wndtwr.tm00.bufr_d,0,0,
1439,rrfs.t10z.acqc_inc.tm00,32116,rrfs.t10z.acqc_inc.tm00,32116,0,0.0
1440,where_t03z_rrfs_prep_ran,42,where_t03z_rrfs_prep_ran,42,0,0.0
1441,rrfs.t19z.ssmisu.tm00.bufr_d,5910400,rrfs.t19z.ssmisu.tm00.bufr_d,5910400,0,0.0
1442,rrfs.t03z.satwnd.tm00.bufr_d.listing,25565674,rrfs.t03z.satwnd.tm00.bufr_d.listing,25565674,0,0.0
1443,rrfs.t03z.osbuv8.tm00.bufr_d,0,rrfs.t03z.osbuv8.tm00.bufr_d,0,0,
1444,rrfs.t23z.saphir.tm00.bufr_d,0,rrfs.t23z.saphir.tm00.bufr_d,0,0,
1445,rrfs.t01z.acqc_grc.tm00,15379,rrfs.t01z.acqc_grc.tm00,15379,0,0.0
1446,rrfs.t19z.aircft.tm00.bufr_d,2242200,rrfs.t19z.aircft.tm00.bufr_d,2242200,0,0.0
1447,where_t13z_rrfs_prep_ran,42,where_t13z_rrfs_prep_ran,42,0,0.0
1448,obsproc_version_for_t03z_rrfs_dump_run,124,obsproc_version_for_t03z_rrfs_dump_run,124,0,0.0
1449,rrfs.t10z.cqcvad.birdqc.tm00,19681,rrfs.t10z.cqcvad.birdqc.tm00,19681,0,0.0
1450,rrfs.t08z.adpsfc.tm00.bufr_d.listing,4154863,rrfs.t08z.adpsfc.tm00.bufr_d.listing,4154863,0,0.0
1451,rrfs.t10z.bufr_dumplist.tm00,74435,rrfs.t10z.bufr_dumplist.tm00,74435,0,0.0
1452,rrfs.t19z.esatms.tm00.bufr_d,13917608,rrfs.t19z.esatms.tm00.bufr_d,13917608,0,0.0
1453,rrfs.t13z.sevasr.tm00.bufr_d,1398040,rrfs.t13z.sevasr.tm00.bufr_d,1398040,0,0.0
1454,obsproc_version_for_t13z_rrfs_prep_run,24,obsproc_version_for_t13z_rrfs_prep_run,24,0,0.0
1455,rrfs.t22z.acqc_stk.tm00,3217109,rrfs.t22z.acqc_stk.tm00,3217109,0,0.0
1456,rrfs.t01z.ascatw.tm00.bufr_d,509440,rrfs.t01z.ascatw.tm00.bufr_d,509440,0,0.0
1457,rrfs.t15z.aircft.tm00.bufr_d.nr,983272,rrfs.t15z.aircft.tm00.bufr_d.nr,983272,0,0.0
1458,obsproc_version_for_t11z_rrfs_prep_run,24,obsproc_version_for_t11z_rrfs_prep_run,24,0,0.0
1459,rrfs.t13z.iasidb.tm00.bufr_d,8749184,rrfs.t13z.iasidb.tm00.bufr_d,8749184,0,0.0
1460,rrfs.t13z.gsrcsr.tm00.bufr_d,21953592,rrfs.t13z.gsrcsr.tm00.bufr_d,21953592,0,0.0
1461,rrfs.t02z.cqc_sdm.tm00,0,rrfs.t02z.cqc_sdm.tm00,0,0,
1462,rrfs.t09z.esiasi.tm00.bufr_d,14735272,rrfs.t09z.esiasi.tm00.bufr_d,14735272,0,0.0
1463,rrfs.t16z.saphir.tm00.bufr_d,0,rrfs.t16z.saphir.tm00.bufr_d,0,0,
1464,rrfs.t01z.1bhrs4.tm00.bufr_d,1248464,rrfs.t01z.1bhrs4.tm00.bufr_d,1248464,0,0.0
1465,rrfs.t09z.esatms.tm00.bufr_d,13717944,rrfs.t09z.esatms.tm00.bufr_d,13717944,0,0.0
1466,rrfs.t18z.msonet.tm00.bufr_d,24544248,rrfs.t18z.msonet.tm00.bufr_d,24544248,0,0.0
1467,rrfs.t02z.gpsipw.tm00.bufr_d.nr,592128,rrfs.t02z.gpsipw.tm00.bufr_d.nr,592128,0,0.0
1468,rrfs.t15z.satwhr.tm00.bufr_d,13198152,rrfs.t15z.satwhr.tm00.bufr_d,13198152,0,0.0
1469,rrfs.t03z.snocvr.tm00.bufr_d,1035568,rrfs.t03z.snocvr.tm00.bufr_d,1035568,0,0.0
1470,rrfs.t22z.1bhrs4.tm00.bufr_d,1034872,rrfs.t22z.1bhrs4.tm00.bufr_d,1034872,0,0.0
1471,rrfs.t22z.aircft.tm00.bufr_d.nr,478080,rrfs.t22z.aircft.tm00.bufr_d.nr,478080,0,0.0
1472,rrfs.t15z.amsr2.tm00.bufr_d,17527080,rrfs.t15z.amsr2.tm00.bufr_d,17527080,0,0.0
1473,rrfs.t20z.eshrs3.tm00.bufr_d,1959520,rrfs.t20z.eshrs3.tm00.bufr_d,1959520,0,0.0
1474,rrfs.t10z.sevasr.tm00.bufr_d,1405448,rrfs.t10z.sevasr.tm00.bufr_d,1405448,0,0.0
1475,rrfs.t12z.eshrs3.tm00.bufr_d,2329280,rrfs.t12z.eshrs3.tm00.bufr_d,2329280,0,0.0
1476,rrfs.t12z.proflr.tm00.bufr_d.listing,452560,rrfs.t12z.proflr.tm00.bufr_d.listing,452560,0,0.0
1477,rrfs.t01z.acqc_inv.tm00,51280,rrfs.t01z.acqc_inv.tm00,51280,0,0.0
1478,rrfs.t15z.prepbufr_pre-qc.tm00.nr,4923688,rrfs.t15z.prepbufr_pre-qc.tm00.nr,4923688,0,0.0
1479,rrfs.t05z.vadwnd.tm00.bufr_d,739136,rrfs.t05z.vadwnd.tm00.bufr_d,739136,0,0.0
1480,obsproc_version_for_t04z_rrfs_dump_post_run,44,obsproc_version_for_t04z_rrfs_dump_post_run,44,0,0.0
1481,rrfs.t21z.acqc_inc.tm00,165645,rrfs.t21z.acqc_inc.tm00,165645,0,0.0
1482,rrfs.t15z.cqc_events.tm00,0,rrfs.t15z.cqc_events.tm00,0,0,
1483,rrfs.t04z.esatms.tm00.bufr_d,17328240,rrfs.t04z.esatms.tm00.bufr_d,17328240,0,0.0
1484,rrfs.t10z.acqc_merged.prof_sorted.tm00,2722456,rrfs.t10z.acqc_merged.prof_sorted.tm00,2722456,0,0.0
1485,rrfs.t12z.aircft.tm00.bufr_d.nr,809808,rrfs.t12z.aircft.tm00.bufr_d.nr,809808,0,0.0
1486,rrfs.t09z.sgesprep.tm00,6646913783,rrfs.t09z.sgesprep.tm00,6646913783,0,0.0
1487,rrfs.t22z.acqc_spk.tm00,464,rrfs.t22z.acqc_spk.tm00,464,0,0.0
1488,rrfs.t01z.lgycld.tm00.bufr_d,58685368,rrfs.t01z.lgycld.tm00.bufr_d,58685368,0,0.0
1489,rrfs.t22z.mtiasi.tm00.bufr_d,43208096,rrfs.t22z.mtiasi.tm00.bufr_d,43208096,0,0.0
1490,rrfs.t00z.amsr2.tm00.bufr_d,15387160,rrfs.t00z.amsr2.tm00.bufr_d,15387160,0,0.0
1491,rrfs.t22z.eshrs3.tm00.bufr_d,2435888,rrfs.t22z.eshrs3.tm00.bufr_d,2435888,0,0.0
1492,rrfs.t09z.1bamua.tm00.bufr_d,940264,rrfs.t09z.1bamua.tm00.bufr_d,940264,0,0.0
1493,rrfs.t04z.acqc_ord.tm00,163233,rrfs.t04z.acqc_ord.tm00,163233,0,0.0
1494,rrfs.t05z.adpsfc.tm00.bufr_d.listing,4096703,rrfs.t05z.adpsfc.tm00.bufr_d.listing,4096703,0,0.0
1495,rrfs.t10z.esiasi.tm00.bufr_d,47838936,rrfs.t10z.esiasi.tm00.bufr_d,47838936,0,0.0
1496,rrfs.t20z.prepbufr.tm00,42705680,rrfs.t20z.prepbufr.tm00,42705680,0,0.0
1497,rrfs.t06z.imssnow,19958468,rrfs.t06z.imssnow,19958468,0,0.0
1498,rrfs.t23z.sgesprep.tm00,6903235535,rrfs.t23z.sgesprep.tm00,6903235535,0,0.0
1499,rrfs.t23z.aircar_status_flag.tm00.bufr_d,62,rrfs.t23z.aircar_status_flag.tm00.bufr_d,62,0,0.0
1500,rrfs.t16z.aircar_status_flag.tm00.bufr_d,62,rrfs.t16z.aircar_status_flag.tm00.bufr_d,62,0,0.0
1501,rrfs.t03z.iasidb.tm00.bufr_d,133278808,rrfs.t03z.iasidb.tm00.bufr_d,133278808,0,0.0
1502,rrfs.t19z.acqc_dup.tm00,960,rrfs.t19z.acqc_dup.tm00,960,0,0.0
1503,rrfs.t07z.aircar.tm00.bufr_d.listing,10462286,rrfs.t07z.aircar.tm00.bufr_d.listing,10462286,0,0.0
1504,rrfs.t13z.gpsipw.tm00.bufr_d,120784,rrfs.t13z.gpsipw.tm00.bufr_d,120784,0,0.0
1505,rrfs.t03z.tideg.tm00.bufr_d,77304,rrfs.t03z.tideg.tm00.bufr_d,77304,0,0.0
1506,rrfs.t23z.imssnow,19958468,rrfs.t23z.imssnow,19958468,0,0.0
1507,rrfs.t17z.gsrcsr.tm00.bufr_d,23362752,rrfs.t17z.gsrcsr.tm00.bufr_d,23362752,0,0.0
1508,rrfs.t01z.lghtng.tm00.bufr_d.nr,7112,rrfs.t01z.lghtng.tm00.bufr_d.nr,7112,0,0.0
1509,rrfs.t10z.sevcsr.tm00.bufr_d,0,rrfs.t10z.sevcsr.tm00.bufr_d,0,0,
1510,obsproc_version_for_t00z_rrfs_prep_post_run,24,obsproc_version_for_t00z_rrfs_prep_post_run,24,0,0.0
1511,rrfs.t09z.uprair.tm00.bufr_d,0,rrfs.t09z.uprair.tm00.bufr_d,0,0,
1512,rrfs.t08z.gsrcsr.tm00.bufr_d,18745656,rrfs.t08z.gsrcsr.tm00.bufr_d,18745656,0,0.0
1513,rrfs.t08z.crisf4.tm00.bufr_d,120541944,rrfs.t08z.crisf4.tm00.bufr_d,120541944,0,0.0
1514,rrfs.t09z.prepbufr.tm00.nr,7242488,rrfs.t09z.prepbufr.tm00.nr,7242488,0,0.0
1515,rrfs.t14z.prepbufr.acft_profiles.tm00,2034680,rrfs.t14z.prepbufr.acft_profiles.tm00,2034680,0,0.0
1516,rrfs.t05z.amsr2.tm00.bufr_d,9233120,rrfs.t05z.amsr2.tm00.bufr_d,9233120,0,0.0
1517,rrfs.t09z.msonet.tm00.bufr_d,25538568,rrfs.t09z.msonet.tm00.bufr_d,25538568,0,0.0
1518,where_t04z_rrfs_dump_post_ran,45,where_t04z_rrfs_dump_post_ran,45,0,0.0
1519,rrfs.t08z.atms.tm00.bufr_d,14927000,rrfs.t08z.atms.tm00.bufr_d,14927000,0,0.0
1520,rrfs.t22z.esiasi.tm00.bufr_d,130557368,rrfs.t22z.esiasi.tm00.bufr_d,130557368,0,0.0
1521,rrfs.t10z.aircft.tm00.bufr_d,2948480,rrfs.t10z.aircft.tm00.bufr_d,2948480,0,0.0
1522,rrfs.t19z.saphir.tm00.bufr_d,0,rrfs.t19z.saphir.tm00.bufr_d,0,0,
1523,rrfs.t09z.ssmisu.tm00.bufr_d,850552,rrfs.t09z.ssmisu.tm00.bufr_d,850552,0,0.0
1524,rrfs.t15z.subpfl.tm00.bufr_d,60864,rrfs.t15z.subpfl.tm00.bufr_d,60864,0,0.0
1525,rrfs.t20z.nexrad.tm00.bufr_d,569311416,rrfs.t20z.nexrad.tm00.bufr_d,569311416,0,0.0
1526,rrfs.t07z.cqc_stnlst.tm00,5688,rrfs.t07z.cqc_stnlst.tm00,5688,0,0.0
1527,rrfs.t01z.satwhr.tm00.bufr_d,22311160,rrfs.t01z.satwhr.tm00.bufr_d,22311160,0,0.0
1528,rrfs.t12z.lgycld.tm00.bufr_d,58908016,rrfs.t12z.lgycld.tm00.bufr_d,58908016,0,0.0
1529,rrfs.t22z.iasidb.tm00.bufr_d,55217064,rrfs.t22z.iasidb.tm00.bufr_d,55217064,0,0.0
1530,rrfs.t09z.bufr_dumplist.tm00,74435,rrfs.t09z.bufr_dumplist.tm00,74435,0,0.0
1531,where_t18z_rrfs_prep_post_ran,45,where_t18z_rrfs_prep_post_ran,45,0,0.0
1532,rrfs.t01z.sevasr.tm00.bufr_d,1380728,rrfs.t01z.sevasr.tm00.bufr_d,1380728,0,0.0
1533,rrfs.t15z.ssmisu.tm00.bufr_d,5493328,rrfs.t15z.ssmisu.tm00.bufr_d,5493328,0,0.0
1534,rrfs.t02z.aircft.tm00.bufr_d,2012424,rrfs.t02z.aircft.tm00.bufr_d,2012424,0,0.0
1535,rrfs.t04z.cqc_events.tm00,0,rrfs.t04z.cqc_events.tm00,0,0,
1536,rrfs.t23z.proflr.tm00.bufr_d.listing,336031,rrfs.t23z.proflr.tm00.bufr_d.listing,336031,0,0.0
1537,rrfs.t12z.adpupa.tm00.bufr_d.listing,855533,rrfs.t12z.adpupa.tm00.bufr_d.listing,855533,0,0.0
1538,rrfs.t10z.status.tm00.bufr_d,50119,rrfs.t10z.status.tm00.bufr_d,50119,0,0.0
1539,rrfs.t14z.sgesprep.tm00,6771412503,rrfs.t14z.sgesprep.tm00,6771412503,0,0.0
1540,rrfs.t04z.aircar.tm00.bufr_d,10014088,rrfs.t04z.aircar.tm00.bufr_d,10014088,0,0.0
1541,rrfs.t19z.sfcshp.tm00.bufr_d.listing,1349104,rrfs.t19z.sfcshp.tm00.bufr_d.listing,1349104,0,0.0
1542,rrfs.t05z.gsrasr.tm00.bufr_d,73323544,rrfs.t05z.gsrasr.tm00.bufr_d,73323544,0,0.0
1543,rrfs.t08z.adpsfc.tm00.bufr_d,1617744,rrfs.t08z.adpsfc.tm00.bufr_d,1617744,0,0.0
1544,rrfs.t20z.aircar.tm00.bufr_d,10586064,rrfs.t20z.aircar.tm00.bufr_d,10586064,0,0.0
1545,rrfs.t03z.lghtng.tm00.bufr_d,3330536,rrfs.t03z.lghtng.tm00.bufr_d,3330536,0,0.0
1546,rrfs.t21z.msonet.tm00.bufr_d.nr,35688,rrfs.t21z.msonet.tm00.bufr_d.nr,35688,0,0.0
1547,rrfs.t13z.ascatw.tm00.bufr_d.listing,825280,rrfs.t13z.ascatw.tm00.bufr_d.listing,825280,0,0.0
1548,where_t13z_rrfs_dump_ran,45,where_t13z_rrfs_dump_ran,45,0,0.0
1549,rrfs.t17z.cqc_stncnt.tm00,528,rrfs.t17z.cqc_stncnt.tm00,528,0,0.0
1550,rrfs.t00z.aircar.tm00.bufr_d.listing,24595331,rrfs.t00z.aircar.tm00.bufr_d.listing,24595331,0,0.0
1551,rrfs.t10z.msonet.tm00.bufr_d.listing,55568941,rrfs.t10z.msonet.tm00.bufr_d.listing,55568941,0,0.0
1552,rrfs.t13z.crisf4.tm00.bufr_d,146239872,rrfs.t13z.crisf4.tm00.bufr_d,146239872,0,0.0
1553,rrfs.t17z.ascatt.tm00.bufr_d,1978736,rrfs.t17z.ascatt.tm00.bufr_d,1978736,0,0.0
1554,rrfs.t05z.aircar.tm00.bufr_d,8854048,rrfs.t05z.aircar.tm00.bufr_d,8854048,0,0.0
1555,rrfs.t11z.aircft.tm00.bufr_d.nr,644296,rrfs.t11z.aircft.tm00.bufr_d.nr,644296,0,0.0
1556,rrfs.t23z.1bmhs.tm00.bufr_d,5659024,rrfs.t23z.1bmhs.tm00.bufr_d,5659024,0,0.0
1557,rrfs.t20z.subpfl.tm00.bufr_d,64456,rrfs.t20z.subpfl.tm00.bufr_d,64456,0,0.0
1558,obsproc_version_for_t21z_rrfs_dump_run,124,obsproc_version_for_t21z_rrfs_dump_run,124,0,0.0
1559,rrfs.t04z.imssnow.grib2,9816830,rrfs.t04z.imssnow.grib2,9816830,0,0.0
1560,rrfs.t00z.iasidb.tm00.bufr_d,59371448,rrfs.t00z.iasidb.tm00.bufr_d,59371448,0,0.0
1561,rrfs.t05z.acqc_sus.tm00,249208,rrfs.t05z.acqc_sus.tm00,249208,0,0.0
1562,rrfs.t16z.eshrs3.tm00.bufr_d,794600,rrfs.t16z.eshrs3.tm00.bufr_d,794600,0,0.0
1563,rrfs.t17z.airsev.tm00.bufr_d,0,rrfs.t17z.airsev.tm00.bufr_d,0,0,
1564,rrfs.t09z.sfcshp.tm00.bufr_d.nr,704624,rrfs.t09z.sfcshp.tm00.bufr_d.nr,704624,0,0.0
1565,rrfs.t04z.prepbufr.acft_profiles.tm00,1919176,rrfs.t04z.prepbufr.acft_profiles.tm00,1919176,0,0.0
1566,rrfs.t22z.gpsro.tm00.bufr_d.nr,1975520,rrfs.t22z.gpsro.tm00.bufr_d.nr,1975520,0,0.0
1567,rrfs.t22z.adpupa.tm00.bufr_d.listing,2026,rrfs.t22z.adpupa.tm00.bufr_d.listing,2026,0,0.0
1568,rrfs.t10z.adpupa.tm00.bufr_d,0,rrfs.t10z.adpupa.tm00.bufr_d,0,0,
1569,rrfs.t01z.sfcshp.tm00.bufr_d.listing,1256333,rrfs.t01z.sfcshp.tm00.bufr_d.listing,1256333,0,0.0
1570,rrfs.t23z.1bhrs4.tm00.bufr_d,1122288,rrfs.t23z.1bhrs4.tm00.bufr_d,1122288,0,0.0
1571,rrfs.t14z.sfcshp.tm00.bufr_d,791160,rrfs.t14z.sfcshp.tm00.bufr_d,791160,0,0.0
1572,rrfs.t00z.acqc_grc.tm00,23140,rrfs.t00z.acqc_grc.tm00,23140,0,0.0
1573,rrfs.t17z.iasidb.tm00.bufr_d,53661136,rrfs.t17z.iasidb.tm00.bufr_d,53661136,0,0.0
1574,rrfs.t20z.acqc_merged.prof_sorted.tm00,5814611,rrfs.t20z.acqc_merged.prof_sorted.tm00,5814611,0,0.0
1575,rrfs.t03z.1bhrs4.tm00.bufr_d,357912,rrfs.t03z.1bhrs4.tm00.bufr_d,357912,0,0.0
1576,rrfs.t04z.aircft.tm00.bufr_d,2349520,rrfs.t04z.aircft.tm00.bufr_d,2349520,0,0.0
1577,rrfs.t02z.ascatw.tm00.bufr_d.listing,2027747,rrfs.t02z.ascatw.tm00.bufr_d.listing,2027747,0,0.0
1578,rrfs.t00z.prepbufr.tm00,69130392,rrfs.t00z.prepbufr.tm00,69130392,0,0.0
1579,rrfs.t03z.sgesprep.tm00,6669599567,rrfs.t03z.sgesprep.tm00,6669599567,0,0.0
1580,rrfs.t19z.mtiasi.tm00.bufr_d,45910104,rrfs.t19z.mtiasi.tm00.bufr_d,45910104,0,0.0
1581,rrfs.t00z.adpsfc.tm00.bufr_d.nr,1824256,rrfs.t00z.adpsfc.tm00.bufr_d.nr,1824256,0,0.0
1582,rrfs.t12z.lghtng.tm00.bufr_d.nr,7112,rrfs.t12z.lghtng.tm00.bufr_d.nr,7112,0,0.0
1583,rrfs.t08z.ascatw.tm00.bufr_d.listing,3680524,rrfs.t08z.ascatw.tm00.bufr_d.listing,3680524,0,0.0
1584,rrfs.t18z.atmsdb.tm00.bufr_d,20978360,rrfs.t18z.atmsdb.tm00.bufr_d,20978360,0,0.0
1585,rrfs.t05z.esmhs.tm00.bufr_d,3448728,rrfs.t05z.esmhs.tm00.bufr_d,3448728,0,0.0
1586,rrfs.t06z.acqc_log.tm00,17511801,rrfs.t06z.acqc_log.tm00,17511801,0,0.0
1587,rrfs.t16z.acqc_ord.tm00,191092,rrfs.t16z.acqc_ord.tm00,191092,0,0.0
1588,rrfs.t02z.acqc_dup.tm00,961,rrfs.t02z.acqc_dup.tm00,961,0,0.0
1589,rrfs.t10z.msonet.tm00.bufr_d.nr,35688,rrfs.t10z.msonet.tm00.bufr_d.nr,35688,0,0.0
1590,rrfs.t13z.1bamua.tm00.bufr_d,1186712,rrfs.t13z.1bamua.tm00.bufr_d,1186712,0,0.0
1591,rrfs.t23z.cqc_stnlst.tm00,0,rrfs.t23z.cqc_stnlst.tm00,0,0,
1592,rrfs.t14z.proflr.tm00.bufr_d,60264,rrfs.t14z.proflr.tm00.bufr_d,60264,0,0.0
1593,rrfs.t10z.lghtng.tm00.bufr_d,2523360,rrfs.t10z.lghtng.tm00.bufr_d,2523360,0,0.0
1594,rrfs.t13z.ssmisu.tm00.bufr_d,3287712,rrfs.t13z.ssmisu.tm00.bufr_d,3287712,0,0.0
1595,rrfs.t13z.ascatw.tm00.bufr_d,173272,rrfs.t13z.ascatw.tm00.bufr_d,173272,0,0.0
1596,rrfs.t04z.aircft.tm00.bufr_d.nr,871560,rrfs.t04z.aircft.tm00.bufr_d.nr,871560,0,0.0
1597,rrfs.t14z.1bhrs4.tm00.bufr_d,1382616,rrfs.t14z.1bhrs4.tm00.bufr_d,1382616,0,0.0
1598,rrfs.t18z.ascatw.tm00.bufr_d.listing,454067,rrfs.t18z.ascatw.tm00.bufr_d.listing,454067,0,0.0
1599,where_t17z_rrfs_prep_post_ran,45,where_t17z_rrfs_prep_post_ran,45,0,0.0
1600,rrfs.t16z.satwhr.tm00.bufr_d,20168408,rrfs.t16z.satwhr.tm00.bufr_d,20168408,0,0.0
1601,obsproc_version_for_t03z_rrfs_prep_run,24,obsproc_version_for_t03z_rrfs_prep_run,24,0,0.0
1602,rrfs.t06z.acqc_merged.prof_sorted.tm00,2944414,rrfs.t06z.acqc_merged.prof_sorted.tm00,2944414,0,0.0
1603,rrfs.t23z.gsrcsr.tm00.bufr_d,20419432,rrfs.t23z.gsrcsr.tm00.bufr_d,20419432,0,0.0
1604,rrfs.t06z.acqc_lst.tm00,303931,rrfs.t06z.acqc_lst.tm00,303931,0,0.0
1605,rrfs.t17z.esmhs.tm00.bufr_d,2280736,rrfs.t17z.esmhs.tm00.bufr_d,2280736,0,0.0
1606,rrfs.t19z.sevcsr.tm00.bufr_d,0,rrfs.t19z.sevcsr.tm00.bufr_d,0,0,
1607,rrfs.t03z.sevasr.tm00.bufr_d,1385712,rrfs.t03z.sevasr.tm00.bufr_d,1385712,0,0.0
1608,rrfs.t10z.prepbufr_pre-qc.tm00,44376544,rrfs.t10z.prepbufr_pre-qc.tm00,44376544,0,0.0
1609,rrfs.t14z.bufr_dumplist.tm00,74435,rrfs.t14z.bufr_dumplist.tm00,74435,0,0.0
1610,rrfs.t05z.aircar_status_flag.tm00.bufr_d,62,rrfs.t05z.aircar_status_flag.tm00.bufr_d,62,0,0.0
1611,rrfs.t23z.prepbufr_pre-qc.tm00,55945032,rrfs.t23z.prepbufr_pre-qc.tm00,55945032,0,0.0
1612,rrfs.t07z.atms.tm00.bufr_d,12610672,rrfs.t07z.atms.tm00.bufr_d,12610672,0,0.0
1613,rrfs.t21z.acqc_merged.prof_sorted.tm00,5852649,rrfs.t21z.acqc_merged.prof_sorted.tm00,5852649,0,0.0
1614,rrfs.t04z.eshrs3.tm00.bufr_d,1512232,rrfs.t04z.eshrs3.tm00.bufr_d,1512232,0,0.0
