,Names,Sizes,Names,Sizes,Diff,% Diff
551,rrfs.t02z.esmhs.tm00.bufr_d,6084272,rrfs.t02z.esmhs.tm00.bufr_d,6084272,0,0.0
552,rrfs.t21z.aircft.tm00.bufr_d,2021232,rrfs.t21z.aircft.tm00.bufr_d,2021232,0,0.0
553,where_t00z_rrfs_dump_post_ran,45,where_t00z_rrfs_dump_post_ran,45,0,0.0
554,rrfs.t01z.airsev.tm00.bufr_d,0,rrfs.t01z.airsev.tm00.bufr_d,0,0,
555,rrfs.t09z.cqcvad.birdqc.tm00,18651,rrfs.t09z.cqcvad.birdqc.tm00,18651,0,0.0
556,rrfs.t12z.ssmisu.tm00.bufr_d,5184368,rrfs.t12z.ssmisu.tm00.bufr_d,5184368,0,0.0
557,rrfs.t22z.cqc_stncnt.tm00,528,rrfs.t22z.cqc_stncnt.tm00,528,0,0.0
558,rrfs.t19z.prepbufr_pre-qc.tm00.nr,5923456,rrfs.t19z.prepbufr_pre-qc.tm00.nr,5923456,0,0.0
559,rrfs.t21z.aircar.tm00.bufr_d.listing,21286180,rrfs.t21z.aircar.tm00.bufr_d.listing,21286180,0,0.0
560,rrfs.t09z.snocvr.tm00.bufr_d,1041280,rrfs.t09z.snocvr.tm00.bufr_d,1041280,0,0.0
561,rrfs.t10z.msone1.tm00.bufr_d,5697936,rrfs.t10z.msone1.tm00.bufr_d,5697936,0,0.0
562,rrfs.t20z.lgycld.tm00.bufr_d,59056944,rrfs.t20z.lgycld.tm00.bufr_d,59056944,0,0.0
563,rrfs.t04z.msonet.tm00.bufr_d.nr,35688,rrfs.t04z.msonet.tm00.bufr_d.nr,35688,0,0.0
564,rrfs.t13z.uprair.tm00.bufr_d,218784,rrfs.t13z.uprair.tm00.bufr_d,218784,0,0.0
565,rrfs.t04z.1bhrs4.tm00.bufr_d,344752,rrfs.t04z.1bhrs4.tm00.bufr_d,344752,0,0.0
566,rrfs.t19z.imssnow.grib2,9816830,rrfs.t19z.imssnow.grib2,9816830,0,0.0
567,rrfs.t16z.cqc_stnlst.tm00,1422,rrfs.t16z.cqc_stnlst.tm00,1422,0,0.0
568,rrfs.t17z.ascatw.tm00.bufr_d,319024,rrfs.t17z.ascatw.tm00.bufr_d,319024,0,0.0
569,rrfs.t00z.cqc_radcor.tm00,85587,rrfs.t00z.cqc_radcor.tm00,85587,0,0.0
570,rrfs.t17z.gpsipw.tm00.bufr_d,114216,rrfs.t17z.gpsipw.tm00.bufr_d,114216,0,0.0
571,rrfs.t23z.vadwnd.tm00.bufr_d,464200,rrfs.t23z.vadwnd.tm00.bufr_d,464200,0,0.0
572,rrfs.t20z.prepbufr.acft_profiles_sfc.tm00,1454080,rrfs.t20z.prepbufr.acft_profiles_sfc.tm00,1454080,0,0.0
573,rrfs.t03z.msonet.tm00.bufr_d.listing,58020274,rrfs.t03z.msonet.tm00.bufr_d.listing,58020274,0,0.0
574,rrfs.t19z.esamua.tm00.bufr_d,874392,rrfs.t19z.esamua.tm00.bufr_d,874392,0,0.0
575,rrfs.t00z.sevcsr.tm00.bufr_d,0,rrfs.t00z.sevcsr.tm00.bufr_d,0,0,
576,rrfs.t14z.rassda.tm00.bufr_d.listing,20821,rrfs.t14z.rassda.tm00.bufr_d.listing,20821,0,0.0
577,rrfs.t06z.cqc_events.tm00,0,rrfs.t06z.cqc_events.tm00,0,0,
578,rrfs.t21z.proflr.tm00.bufr_d.listing,362496,rrfs.t21z.proflr.tm00.bufr_d.listing,362496,0,0.0
579,rrfs.t15z.cqc_sdm.tm00,0,rrfs.t15z.cqc_sdm.tm00,0,0,
580,rrfs.t22z.saphir.tm00.bufr_d,0,rrfs.t22z.saphir.tm00.bufr_d,0,0,
581,rrfs.t21z.lghtng.tm00.bufr_d.nr,7112,rrfs.t21z.lghtng.tm00.bufr_d.nr,7112,0,0.0
582,rrfs.t14z.iasidb.tm00.bufr_d,35631264,rrfs.t14z.iasidb.tm00.bufr_d,35631264,0,0.0
583,rrfs.t22z.satwnd.tm00.bufr_d,13794624,rrfs.t22z.satwnd.tm00.bufr_d,13794624,0,0.0
584,rrfs.t14z.msonet.tm00.bufr_d.nr,35688,rrfs.t14z.msonet.tm00.bufr_d.nr,35688,0,0.0
585,rrfs.t12z.sgesprep.tm00,6739226356,rrfs.t12z.sgesprep.tm00,6739226356,0,0.0
586,rrfs.t13z.esatms.tm00.bufr_d,12940504,rrfs.t13z.esatms.tm00.bufr_d,12940504,0,0.0
587,rrfs.t22z.acqc_sus.tm00,362241,rrfs.t22z.acqc_sus.tm00,362241,0,0.0
588,rrfs.t11z.status.tm00.bufr_d,50129,rrfs.t11z.status.tm00.bufr_d,50129,0,0.0
589,rrfs.t14z.1bmhs.tm00.bufr_d,3842320,rrfs.t14z.1bmhs.tm00.bufr_d,3842320,0,0.0
590,rrfs.t08z.bufr_dumplist.tm00,74435,rrfs.t08z.bufr_dumplist.tm00,74435,0,0.0
591,rrfs.t18z.sevcsr.tm00.bufr_d,0,rrfs.t18z.sevcsr.tm00.bufr_d,0,0,
592,rrfs.t12z.msonet.tm00.bufr_d.nr,35688,rrfs.t12z.msonet.tm00.bufr_d.nr,35688,0,0.0
593,rrfs.t08z.gpsipw.tm00.bufr_d.nr,698536,rrfs.t08z.gpsipw.tm00.bufr_d.nr,698536,0,0.0
594,rrfs.t12z.msonet.tm00.bufr_d.listing,89200413,rrfs.t12z.msonet.tm00.bufr_d.listing,89200413,0,0.0
595,rrfs.t03z.atmsdb.tm00.bufr_d,3576616,rrfs.t03z.atmsdb.tm00.bufr_d,3576616,0,0.0
596,rrfs.t08z.airsev.tm00.bufr_d,0,rrfs.t08z.airsev.tm00.bufr_d,0,0,
597,rrfs.t03z.imssnow.grib2,9816830,rrfs.t03z.imssnow.grib2,9816830,0,0.0
598,rrfs.t18z.acqc_grc.tm00,30304,rrfs.t18z.acqc_grc.tm00,30304,0,0.0
599,rrfs.t16z.cqc_radcor.tm00,9659,rrfs.t16z.cqc_radcor.tm00,9659,0,0.0
600,rrfs.t11z.acqc_lst.tm00,210202,rrfs.t11z.acqc_lst.tm00,210202,0,0.0
601,rrfs.t11z.sgesprep.tm00,6847330739,rrfs.t11z.sgesprep.tm00,6847330739,0,0.0
602,rrfs.t04z.acqc_log.tm00,21081925,rrfs.t04z.acqc_log.tm00,21081925,0,0.0
603,rrfs.t15z.acqc_grc.tm00,5429,rrfs.t15z.acqc_grc.tm00,5429,0,0.0
604,obsproc_version_for_t15z_rrfs_prep_run,24,obsproc_version_for_t15z_rrfs_prep_run,24,0,0.0
605,rrfs.t03z.sfcshp.tm00.bufr_d.listing,1272846,rrfs.t03z.sfcshp.tm00.bufr_d.listing,1272846,0,0.0
606,obsproc_version_for_t07z_rrfs_prep_run,24,obsproc_version_for_t07z_rrfs_prep_run,24,0,0.0
607,rrfs.t04z.proflr.tm00.bufr_d,59072,rrfs.t04z.proflr.tm00.bufr_d,59072,0,0.0
608,rrfs.t15z.aircar.tm00.bufr_d.listing,19039060,rrfs.t15z.aircar.tm00.bufr_d.listing,19039060,0,0.0
609,rrfs.t13z.saphir.tm00.bufr_d.nr,0,rrfs.t13z.saphir.tm00.bufr_d.nr,0,0,
610,rrfs.t13z.acqc_stk.tm00,1846795,rrfs.t13z.acqc_stk.tm00,1846795,0,0.0
611,rrfs.t08z.amsr2.tm00.bufr_d,4134560,rrfs.t08z.amsr2.tm00.bufr_d,4134560,0,0.0
612,rrfs.t08z.msonet.tm00.bufr_d.listing,57315516,rrfs.t08z.msonet.tm00.bufr_d.listing,57315516,0,0.0
613,rrfs.t12z.ascatt.tm00.bufr_d,1372432,rrfs.t12z.ascatt.tm00.bufr_d,1372432,0,0.0
614,rrfs.t23z.ssmisu.tm00.bufr_d,4712112,rrfs.t23z.ssmisu.tm00.bufr_d,4712112,0,0.0
615,rrfs.t02z.rassda.tm00.bufr_d,33952,rrfs.t02z.rassda.tm00.bufr_d,33952,0,0.0
616,rrfs.t02z.osbuv8.tm00.bufr_d,0,rrfs.t02z.osbuv8.tm00.bufr_d,0,0,
617,rrfs.t18z.status.tm00.bufr_d,49999,rrfs.t18z.status.tm00.bufr_d,49999,0,0.0
618,rrfs.t08z.atmsdb.tm00.bufr_d,14802800,rrfs.t08z.atmsdb.tm00.bufr_d,14802800,0,0.0
619,rrfs.t11z.esatms.tm00.bufr_d,11387136,rrfs.t11z.esatms.tm00.bufr_d,11387136,0,0.0
620,rrfs.t09z.imssnow.grib2,9816830,rrfs.t09z.imssnow.grib2,9816830,0,0.0
621,rrfs.t12z.acqc_dup.tm00,960,rrfs.t12z.acqc_dup.tm00,960,0,0.0
622,rrfs.t05z.cqc_radcor.tm00,8490,rrfs.t05z.cqc_radcor.tm00,8490,0,0.0
623,rrfs.t15z.msonet.tm00.bufr_d,26262352,rrfs.t15z.msonet.tm00.bufr_d,26262352,0,0.0
624,rrfs.t08z.acqc_ord.tm00,67314,rrfs.t08z.acqc_ord.tm00,67314,0,0.0
625,rrfs.t01z.iasidb.tm00.bufr_d,49906424,rrfs.t01z.iasidb.tm00.bufr_d,49906424,0,0.0
626,rrfs.t23z.aircar.tm00.bufr_d.nr,22760,rrfs.t23z.aircar.tm00.bufr_d.nr,22760,0,0.0
627,rrfs.t00z.acqc_inc.tm00,248032,rrfs.t00z.acqc_inc.tm00,248032,0,0.0
628,rrfs.t18z.subpfl.tm00.bufr_d,0,rrfs.t18z.subpfl.tm00.bufr_d,0,0,
629,rrfs.t23z.acqc_merged_sorted.tm00,7605212,rrfs.t23z.acqc_merged_sorted.tm00,7605212,0,0.0
630,rrfs.t20z.vadwnd.tm00.bufr_d,420152,rrfs.t20z.vadwnd.tm00.bufr_d,420152,0,0.0
631,rrfs.t01z.gpsro.tm00.bufr_d,2069184,rrfs.t01z.gpsro.tm00.bufr_d,2069184,0,0.0
632,where_t06z_rrfs_prep_ran,42,where_t06z_rrfs_prep_ran,42,0,0.0
633,where_t04z_rrfs_prep_ran,42,where_t04z_rrfs_prep_ran,42,0,0.0
634,rrfs.t01z.amsr2.tm00.bufr_d,9088576,rrfs.t01z.amsr2.tm00.bufr_d,9088576,0,0.0
635,rrfs.t16z.1bhrs4.tm00.bufr_d,719840,rrfs.t16z.1bhrs4.tm00.bufr_d,719840,0,0.0
636,rrfs.t17z.acqc_ord.tm00,175370,rrfs.t17z.acqc_ord.tm00,175370,0,0.0
637,rrfs.t19z.subpfl.tm00.bufr_d,80544,rrfs.t19z.subpfl.tm00.bufr_d,80544,0,0.0
638,rrfs.t16z.acqc_sus.tm00,355277,rrfs.t16z.acqc_sus.tm00,355277,0,0.0
639,rrfs.t10z.amsr2.tm00.bufr_d,1974224,rrfs.t10z.amsr2.tm00.bufr_d,1974224,0,0.0
640,rrfs.t06z.amsr2.tm00.bufr_d,17045568,rrfs.t06z.amsr2.tm00.bufr_d,17045568,0,0.0
641,rrfs.t20z.sgesprep_pathname.tm00,75,rrfs.t20z.sgesprep_pathname.tm00,75,0,0.0
642,rrfs.t07z.status.tm00.bufr_d,50274,rrfs.t07z.status.tm00.bufr_d,50274,0,0.0
643,where_t18z_rrfs_dump_ran,45,where_t18z_rrfs_dump_ran,45,0,0.0
644,rrfs.t20z.aircar_status_flag.tm00.bufr_d,62,rrfs.t20z.aircar_status_flag.tm00.bufr_d,62,0,0.0
645,rrfs.t19z.sgesprep_pathname.tm00,75,rrfs.t19z.sgesprep_pathname.tm00,75,0,0.0
646,rrfs.t07z.esmhs.tm00.bufr_d,2682960,rrfs.t07z.esmhs.tm00.bufr_d,2682960,0,0.0
647,rrfs.t11z.satwnd.tm00.bufr_d.listing,14561741,rrfs.t11z.satwnd.tm00.bufr_d.listing,14561741,0,0.0
648,rrfs.t22z.gsrasr.tm00.bufr_d,62910992,rrfs.t22z.gsrasr.tm00.bufr_d,62910992,0,0.0
649,rrfs.t05z.cqc_sdm.tm00,10311,rrfs.t05z.cqc_sdm.tm00,10311,0,0.0
650,rrfs.t00z.aircar.tm00.bufr_d,12088816,rrfs.t00z.aircar.tm00.bufr_d,12088816,0,0.0
651,rrfs.t13z.rassda.tm00.bufr_d,33784,rrfs.t13z.rassda.tm00.bufr_d,33784,0,0.0
652,rrfs.t20z.acqc_spk.tm00,464,rrfs.t20z.acqc_spk.tm00,464,0,0.0
653,where_t16z_rrfs_prep_ran,42,where_t16z_rrfs_prep_ran,42,0,0.0
654,rrfs.t09z.acqc_spk.tm00,464,rrfs.t09z.acqc_spk.tm00,464,0,0.0
655,obsproc_version_for_t05z_rrfs_dump_post_run,44,obsproc_version_for_t05z_rrfs_dump_post_run,44,0,0.0
656,rrfs.t19z.prepbufr.acft_profiles.tm00,2314200,rrfs.t19z.prepbufr.acft_profiles.tm00,2314200,0,0.0
657,rrfs.t10z.sgesprep.tm00,6799342704,rrfs.t10z.sgesprep.tm00,6799342704,0,0.0
658,rrfs.t14z.msone1.tm00.bufr_d,6151584,rrfs.t14z.msone1.tm00.bufr_d,6151584,0,0.0
659,rrfs.t01z.gpsipw.tm00.bufr_d.nr,629000,rrfs.t01z.gpsipw.tm00.bufr_d.nr,629000,0,0.0
660,rrfs.t21z.esiasi.tm00.bufr_d,128768832,rrfs.t21z.esiasi.tm00.bufr_d,128768832,0,0.0
661,where_t08z_rrfs_dump_post_ran,45,where_t08z_rrfs_dump_post_ran,45,0,0.0
662,rrfs.t09z.lgycld.tm00.bufr_d,58771328,rrfs.t09z.lgycld.tm00.bufr_d,58771328,0,0.0
663,rrfs.t21z.saphir.tm00.bufr_d,0,rrfs.t21z.saphir.tm00.bufr_d,0,0,
664,rrfs.t23z.aircar.tm00.bufr_d.listing,21276448,rrfs.t23z.aircar.tm00.bufr_d.listing,21276448,0,0.0
665,rrfs.t02z.lghtng.tm00.bufr_d,3878504,rrfs.t02z.lghtng.tm00.bufr_d,3878504,0,0.0
666,rrfs.t17z.vadwnd.tm00.bufr_d,359440,rrfs.t17z.vadwnd.tm00.bufr_d,359440,0,0.0
667,rrfs.t08z.subpfl.tm00.bufr_d,91992,rrfs.t08z.subpfl.tm00.bufr_d,91992,0,0.0
668,where_t08z_rrfs_dump_ran,45,where_t08z_rrfs_dump_ran,45,0,0.0
669,rrfs.t13z.lgycld.tm00.bufr_d,58667128,rrfs.t13z.lgycld.tm00.bufr_d,58667128,0,0.0
670,where_t10z_rrfs_prep_post_ran,45,where_t10z_rrfs_prep_post_ran,45,0,0.0
671,rrfs.t19z.prepbufr.tm00,43443648,rrfs.t19z.prepbufr.tm00,43443648,0,0.0
672,rrfs.t20z.satwnd.tm00.bufr_d.listing,33777103,rrfs.t20z.satwnd.tm00.bufr_d.listing,33777103,0,0.0
673,rrfs.t18z.crsfdb.tm00.bufr_d,112358984,rrfs.t18z.crsfdb.tm00.bufr_d,112358984,0,0.0
674,rrfs.t05z.eshrs3.tm00.bufr_d,1804928,rrfs.t05z.eshrs3.tm00.bufr_d,1804928,0,0.0
675,rrfs.t13z.acqc_ord.tm00,75473,rrfs.t13z.acqc_ord.tm00,75473,0,0.0
676,rrfs.t01z.acqc_merged.prof_sorted.tm00,6017341,rrfs.t01z.acqc_merged.prof_sorted.tm00,6017341,0,0.0
677,rrfs.t17z.aircar.tm00.bufr_d,10698008,rrfs.t17z.aircar.tm00.bufr_d,10698008,0,0.0
678,rrfs.t04z.acqc_inv.tm00,29987,rrfs.t04z.acqc_inv.tm00,29987,0,0.0
679,rrfs.t22z.msonet.tm00.bufr_d,23212504,rrfs.t22z.msonet.tm00.bufr_d,23212504,0,0.0
680,rrfs.t04z.gpsro.tm00.bufr_d.nr,2251976,rrfs.t04z.gpsro.tm00.bufr_d.nr,2251976,0,0.0
681,rrfs.t19z.acqc_merged.prof_sorted.tm00,6150056,rrfs.t19z.acqc_merged.prof_sorted.tm00,6150056,0,0.0
682,rrfs.t09z.sevasr.tm00.bufr_d,1352848,rrfs.t09z.sevasr.tm00.bufr_d,1352848,0,0.0
683,rrfs.t19z.satwhr.tm00.bufr_d,24957112,rrfs.t19z.satwhr.tm00.bufr_d,24957112,0,0.0
684,rrfs.t19z.gsrasr.tm00.bufr_d,68075728,rrfs.t19z.gsrasr.tm00.bufr_d,68075728,0,0.0
685,where_t08z_rrfs_prep_ran,42,where_t08z_rrfs_prep_ran,42,0,0.0
686,rrfs.t18z.aircft.tm00.bufr_d.listing,3233801,rrfs.t18z.aircft.tm00.bufr_d.listing,3233801,0,0.0
687,rrfs.t05z.msonet.tm00.bufr_d.nr,35688,rrfs.t05z.msonet.tm00.bufr_d.nr,35688,0,0.0
688,rrfs.t18z.prepbufr.acft_profiles.tm00,2327440,rrfs.t18z.prepbufr.acft_profiles.tm00,2327440,0,0.0
689,where_t20z_rrfs_dump_post_ran,45,where_t20z_rrfs_dump_post_ran,45,0,0.0
690,rrfs.t19z.cqc_events.tm00,0,rrfs.t19z.cqc_events.tm00,0,0,
691,rrfs.t11z.satwhr.tm00.bufr_d,7540392,rrfs.t11z.satwhr.tm00.bufr_d,7540392,0,0.0
692,rrfs.t13z.aircar.tm00.bufr_d.nr,22760,rrfs.t13z.aircar.tm00.bufr_d.nr,22760,0,0.0
693,rrfs.t21z.esmhs.tm00.bufr_d,4263440,rrfs.t21z.esmhs.tm00.bufr_d,4263440,0,0.0
694,rrfs.t22z.cqc_events.tm00,0,rrfs.t22z.cqc_events.tm00,0,0,
695,rrfs.t02z.1bamua.tm00.bufr_d,1088128,rrfs.t02z.1bamua.tm00.bufr_d,1088128,0,0.0
696,rrfs.t05z.saphir.tm00.bufr_d,0,rrfs.t05z.saphir.tm00.bufr_d,0,0,
697,rrfs.t09z.sevcsr.tm00.bufr_d,0,rrfs.t09z.sevcsr.tm00.bufr_d,0,0,
698,rrfs.t15z.acqc_lst.tm00,260748,rrfs.t15z.acqc_lst.tm00,260748,0,0.0
699,rrfs.t01z.rassda.tm00.bufr_d.listing,16321,rrfs.t01z.rassda.tm00.bufr_d.listing,16321,0,0.0
700,rrfs.t15z.ascatt.tm00.bufr_d,243672,rrfs.t15z.ascatt.tm00.bufr_d,243672,0,0.0
701,rrfs.t11z.subpfl.tm00.bufr_d,102512,rrfs.t11z.subpfl.tm00.bufr_d,102512,0,0.0
702,rrfs.t13z.1bhrs4.tm00.bufr_d,1462392,rrfs.t13z.1bhrs4.tm00.bufr_d,1462392,0,0.0
703,rrfs.t14z.adpupa.tm00.bufr_d.listing,12164,rrfs.t14z.adpupa.tm00.bufr_d.listing,12164,0,0.0
704,rrfs.t08z.status.tm00.bufr_d,50125,rrfs.t08z.status.tm00.bufr_d,50125,0,0.0
705,rrfs.t04z.gpsipw.tm00.bufr_d,113024,rrfs.t04z.gpsipw.tm00.bufr_d,113024,0,0.0
706,rrfs.t18z.wndtwr.tm00.bufr_d,0,rrfs.t18z.wndtwr.tm00.bufr_d,0,0,
707,rrfs.t22z.wndtwr.tm00.bufr_d,0,rrfs.t22z.wndtwr.tm00.bufr_d,0,0,
708,rrfs.t12z.saldrn.tm00.bufr_d,52696,rrfs.t12z.saldrn.tm00.bufr_d,52696,0,0.0
709,rrfs.t21z.lgycld.tm00.bufr_d,59180800,rrfs.t21z.lgycld.tm00.bufr_d,59180800,0,0.0
710,rrfs.t06z.osbuv8.tm00.bufr_d,0,rrfs.t06z.osbuv8.tm00.bufr_d,0,0,
711,rrfs.t18z.cqcvad.birdqc.tm00,14737,rrfs.t18z.cqcvad.birdqc.tm00,14737,0,0.0
712,rrfs.t06z.satwnd.tm00.bufr_d.listing,12513711,rrfs.t06z.satwnd.tm00.bufr_d.listing,12513711,0,0.0
713,rrfs.t04z.osbuv8.tm00.bufr_d,0,rrfs.t04z.osbuv8.tm00.bufr_d,0,0,
714,rrfs.t12z.adpsfc.tm00.bufr_d.listing,4816015,rrfs.t12z.adpsfc.tm00.bufr_d.listing,4816015,0,0.0
715,rrfs.t15z.sevasr.tm00.bufr_d,1407296,rrfs.t15z.sevasr.tm00.bufr_d,1407296,0,0.0
716,rrfs.t20z.snocvr.tm00.bufr_d,1047696,rrfs.t20z.snocvr.tm00.bufr_d,1047696,0,0.0
717,rrfs.t12z.cqc_sdm.tm00,5109338,rrfs.t12z.cqc_sdm.tm00,5109338,0,0.0
718,rrfs.t22z.amsr2.tm00.bufr_d,29396040,rrfs.t22z.amsr2.tm00.bufr_d,29396040,0,0.0
719,rrfs.t09z.saphir.tm00.bufr_d,0,rrfs.t09z.saphir.tm00.bufr_d,0,0,
720,rrfs.t17z.esamua.tm00.bufr_d,694784,rrfs.t17z.esamua.tm00.bufr_d,694784,0,0.0
721,rrfs.t01z.gsrasr.tm00.bufr_d,74199840,rrfs.t01z.gsrasr.tm00.bufr_d,74199840,0,0.0
722,rrfs.t03z.acqc_log.tm00,22018379,rrfs.t03z.acqc_log.tm00,22018379,0,0.0
723,rrfs.t22z.1bamua.tm00.bufr_d,1321624,rrfs.t22z.1bamua.tm00.bufr_d,1321624,0,0.0
724,rrfs.t18z.1bmhs.tm00.bufr_d,3577520,rrfs.t18z.1bmhs.tm00.bufr_d,3577520,0,0.0
725,rrfs.t13z.gsrasr.tm00.bufr_d,72720712,rrfs.t13z.gsrasr.tm00.bufr_d,72720712,0,0.0
726,rrfs.t07z.acqc_inc.tm00,82264,rrfs.t07z.acqc_inc.tm00,82264,0,0.0
727,where_t18z_rrfs_prep_ran,42,where_t18z_rrfs_prep_ran,42,0,0.0
728,rrfs.t05z.adpsfc.tm00.bufr_d.nr,1526984,rrfs.t05z.adpsfc.tm00.bufr_d.nr,1526984,0,0.0
729,rrfs.t10z.acqc_inv.tm00,7697,rrfs.t10z.acqc_inv.tm00,7697,0,0.0
730,rrfs.t22z.sevasr.tm00.bufr_d,1396400,rrfs.t22z.sevasr.tm00.bufr_d,1396400,0,0.0
731,rrfs.t18z.acqc_merged_sorted.tm00,8103752,rrfs.t18z.acqc_merged_sorted.tm00,8103752,0,0.0
732,rrfs.t20z.gpsipw.tm00.bufr_d.nr,702352,rrfs.t20z.gpsipw.tm00.bufr_d.nr,702352,0,0.0
733,rrfs.t06z.imssnow.grib2,9816830,rrfs.t06z.imssnow.grib2,9816830,0,0.0
734,rrfs.t22z.cqc_radcor.tm00,1508,rrfs.t22z.cqc_radcor.tm00,1508,0,0.0
735,where_t08z_rrfs_prep_post_ran,45,where_t08z_rrfs_prep_post_ran,45,0,0.0
736,rrfs.t14z.cqc_events.tm00,0,rrfs.t14z.cqc_events.tm00,0,0,
737,rrfs.t10z.gpsro.tm00.bufr_d,1726272,rrfs.t10z.gpsro.tm00.bufr_d,1726272,0,0.0
738,rrfs.t23z.ascatw.tm00.bufr_d.listing,1305904,rrfs.t23z.ascatw.tm00.bufr_d.listing,1305904,0,0.0
739,rrfs.t05z.gmi1cr.tm00.bufr_d,31402792,rrfs.t05z.gmi1cr.tm00.bufr_d,31402792,0,0.0
740,rrfs.t22z.tideg.tm00.bufr_d,77304,rrfs.t22z.tideg.tm00.bufr_d,77304,0,0.0
741,rrfs.t09z.sfcshp.tm00.bufr_d.listing,1247336,rrfs.t09z.sfcshp.tm00.bufr_d.listing,1247336,0,0.0
742,rrfs.t15z.adpupa.tm00.bufr_d,0,rrfs.t15z.adpupa.tm00.bufr_d,0,0,
743,rrfs.t22z.adpsfc.tm00.bufr_d,1605984,rrfs.t22z.adpsfc.tm00.bufr_d,1605984,0,0.0
744,rrfs.t14z.lghtng.tm00.bufr_d.nr,7112,rrfs.t14z.lghtng.tm00.bufr_d.nr,7112,0,0.0
745,rrfs.t09z.prepbufr.acft_profiles_sfc.tm00,306800,rrfs.t09z.prepbufr.acft_profiles_sfc.tm00,306800,0,0.0
746,rrfs.t23z.acqc_grc.tm00,14782,rrfs.t23z.acqc_grc.tm00,14782,0,0.0
747,rrfs.t10z.crisf4.tm00.bufr_d,100947328,rrfs.t10z.crisf4.tm00.bufr_d,100947328,0,0.0
748,rrfs.t11z.msonet.tm00.bufr_d.nr,35688,rrfs.t11z.msonet.tm00.bufr_d.nr,35688,0,0.0
749,rrfs.t17z.acqc_lst.tm00,305722,rrfs.t17z.acqc_lst.tm00,305722,0,0.0
750,rrfs.t08z.acqc_log.tm00,11526996,rrfs.t08z.acqc_log.tm00,11526996,0,0.0
751,rrfs.t07z.aircar_status_flag.tm00.bufr_d,62,rrfs.t07z.aircar_status_flag.tm00.bufr_d,62,0,0.0
752,where_t15z_rrfs_prep_post_ran,45,where_t15z_rrfs_prep_post_ran,45,0,0.0
753,rrfs.t09z.cqc_events.tm00,0,rrfs.t09z.cqc_events.tm00,0,0,
754,rrfs.t17z.crsfdb.tm00.bufr_d,65687112,rrfs.t17z.crsfdb.tm00.bufr_d,65687112,0,0.0
755,rrfs.t03z.sfcshp.tm00.bufr_d,717616,rrfs.t03z.sfcshp.tm00.bufr_d,717616,0,0.0
756,rrfs.t07z.saphir.tm00.bufr_d.nr,0,rrfs.t07z.saphir.tm00.bufr_d.nr,0,0,
757,rrfs.t01z.proflr.tm00.bufr_d,58968,rrfs.t01z.proflr.tm00.bufr_d,58968,0,0.0
758,rrfs.t15z.acqc_sus.tm00,329406,rrfs.t15z.acqc_sus.tm00,329406,0,0.0
759,obsproc_version_for_t12z_rrfs_prep_post_run,24,obsproc_version_for_t12z_rrfs_prep_post_run,24,0,0.0
760,rrfs.t08z.acqc_inv.tm00,6702,rrfs.t08z.acqc_inv.tm00,6702,0,0.0
761,rrfs.t20z.sevasr.tm00.bufr_d,1396672,rrfs.t20z.sevasr.tm00.bufr_d,1396672,0,0.0
762,rrfs.t17z.gsrasr.tm00.bufr_d,73144696,rrfs.t17z.gsrasr.tm00.bufr_d,73144696,0,0.0
763,rrfs.t18z.sevasr.tm00.bufr_d,1391864,rrfs.t18z.sevasr.tm00.bufr_d,1391864,0,0.0
764,rrfs.t04z.adpsfc.tm00.bufr_d.nr,1534896,rrfs.t04z.adpsfc.tm00.bufr_d.nr,1534896,0,0.0
765,rrfs.t23z.acqc_dup.tm00,961,rrfs.t23z.acqc_dup.tm00,961,0,0.0
766,rrfs.t19z.cqcvad.birdqc.tm00,14737,rrfs.t19z.cqcvad.birdqc.tm00,14737,0,0.0
767,rrfs.t13z.satwnd.tm00.bufr_d,10669312,rrfs.t13z.satwnd.tm00.bufr_d,10669312,0,0.0
768,rrfs.t17z.prepbufr.tm00,43019032,rrfs.t17z.prepbufr.tm00,43019032,0,0.0
769,where_t00z_rrfs_prep_ran,42,where_t00z_rrfs_prep_ran,42,0,0.0
770,rrfs.t00z.snocvr.tm00.bufr_d,1240944,rrfs.t00z.snocvr.tm00.bufr_d,1240944,0,0.0
771,rrfs.t07z.sgesprep.tm00,6727112315,rrfs.t07z.sgesprep.tm00,6727112315,0,0.0
772,rrfs.t17z.1bamua.tm00.bufr_d,1293640,rrfs.t17z.1bamua.tm00.bufr_d,1293640,0,0.0
773,rrfs.t18z.msonet.tm00.bufr_d.listing,55227827,rrfs.t18z.msonet.tm00.bufr_d.listing,55227827,0,0.0
774,rrfs.t13z.subpfl.tm00.bufr_d,64864,rrfs.t13z.subpfl.tm00.bufr_d,64864,0,0.0
775,rrfs.t06z.proflr.tm00.bufr_d.listing,361477,rrfs.t06z.proflr.tm00.bufr_d.listing,361477,0,0.0
776,rrfs.t17z.lghtng.tm00.bufr_d.nr,7112,rrfs.t17z.lghtng.tm00.bufr_d.nr,7112,0,0.0
777,rrfs.t18z.gsrcsr.tm00.bufr_d,20198784,rrfs.t18z.gsrcsr.tm00.bufr_d,20198784,0,0.0
778,where_t12z_rrfs_dump_ran,45,where_t12z_rrfs_dump_ran,45,0,0.0
779,rrfs.t11z.gsrcsr.tm00.bufr_d,18487768,rrfs.t11z.gsrcsr.tm00.bufr_d,18487768,0,0.0
780,rrfs.t08z.msone1.tm00.bufr_d,5984496,rrfs.t08z.msone1.tm00.bufr_d,5984496,0,0.0
